Date,Open,High,Low,Close,Adj Close,Volume
2014-02-13,19.850000,19.850000,19.850000,19.850000,17.465929,0
2014-02-14,19.959999,19.959999,19.959999,19.959999,17.562721,0
2014-02-18,19.940001,19.940001,19.940001,19.940001,17.545124,0
2014-02-19,19.830000,19.830000,19.830000,19.830000,17.448334,0
2014-02-20,19.959999,19.959999,19.959999,19.959999,17.562721,0
2014-02-21,19.950001,19.950001,19.950001,19.950001,17.553921,0
2014-02-24,20.049999,20.049999,20.049999,20.049999,17.641912,0
2014-02-25,20.080000,20.080000,20.080000,20.080000,17.668308,0
2014-02-26,20.150000,20.150000,20.150000,20.150000,17.729900,0
2014-02-27,20.240000,20.240000,20.240000,20.240000,17.809088,0
2014-02-28,20.340000,20.340000,20.340000,20.340000,17.897081,0
2014-03-03,20.190001,20.190001,20.190001,20.190001,17.765099,0
2014-03-04,20.450001,20.450001,20.450001,20.450001,17.993870,0
2014-03-05,20.379999,20.379999,20.379999,20.379999,17.932274,0
2014-03-06,20.430000,20.430000,20.430000,20.430000,17.976267,0
2014-03-07,20.490000,20.490000,20.490000,20.490000,18.029066,0
2014-03-10,20.480000,20.480000,20.480000,20.480000,18.020267,0
2014-03-11,20.410000,20.410000,20.410000,20.410000,17.958673,0
2014-03-12,20.430000,20.430000,20.430000,20.430000,17.976267,0
2014-03-13,20.230000,20.230000,20.230000,20.230000,17.800293,0
2014-03-14,20.200001,20.200001,20.200001,20.200001,17.773897,0
2014-03-17,20.400000,20.400000,20.400000,20.400000,17.949873,0
2014-03-18,20.469999,20.469999,20.469999,20.469999,18.011469,0
2014-03-19,20.299999,20.299999,20.299999,20.299999,17.861887,0
2014-03-20,20.340000,20.340000,20.340000,20.340000,17.897081,0
2014-03-21,20.219999,20.219999,20.219999,20.219999,17.869688,0
2014-03-24,20.129999,20.129999,20.129999,20.129999,17.790148,0
2014-03-25,20.270000,20.270000,20.270000,20.270000,17.913876,0
2014-03-26,20.160000,20.160000,20.160000,20.160000,17.816660,0
2014-03-27,20.139999,20.139999,20.139999,20.139999,17.798986,0
2014-03-28,20.270000,20.270000,20.270000,20.270000,17.913876,0
2014-03-31,20.420000,20.420000,20.420000,20.420000,18.046442,0
2014-04-01,20.500000,20.500000,20.500000,20.500000,18.117144,0
2014-04-02,20.590000,20.590000,20.590000,20.590000,18.196676,0
2014-04-03,20.610001,20.610001,20.610001,20.610001,18.214355,0
2014-04-04,20.400000,20.400000,20.400000,20.400000,18.028761,0
2014-04-07,20.230000,20.230000,20.230000,20.230000,17.878523,0
2014-04-08,20.309999,20.309999,20.309999,20.309999,17.949223,0
2014-04-09,20.490000,20.490000,20.490000,20.490000,18.108301,0
2014-04-10,20.150000,20.150000,20.150000,20.150000,17.807825,0
2014-04-11,20.020000,20.020000,20.020000,20.020000,17.692934,0
2014-04-14,20.170000,20.170000,20.170000,20.170000,17.825504,0
2014-04-15,20.299999,20.299999,20.299999,20.299999,17.940388,0
2014-04-16,20.480000,20.480000,20.480000,20.480000,18.099464,0
2014-04-17,20.570000,20.570000,20.570000,20.570000,18.179001,0
2014-04-21,20.610001,20.610001,20.610001,20.610001,18.214355,0
2014-04-22,20.629999,20.629999,20.629999,20.629999,18.232027,0
2014-04-23,20.629999,20.629999,20.629999,20.629999,18.232027,0
2014-04-24,20.580000,20.580000,20.580000,20.580000,18.187840,0
2014-04-25,20.430000,20.430000,20.430000,20.430000,18.055275,0
2014-04-28,20.520000,20.520000,20.520000,20.520000,18.134815,0
2014-04-29,20.559999,20.559999,20.559999,20.559999,18.170166,0
2014-04-30,20.620001,20.620001,20.620001,20.620001,18.223190,0
2014-05-01,20.559999,20.559999,20.559999,20.559999,18.170166,0
2014-05-02,20.570000,20.570000,20.570000,20.570000,18.179001,0
2014-05-05,20.600000,20.600000,20.600000,20.600000,18.205517,0
2014-05-06,20.490000,20.490000,20.490000,20.490000,18.108301,0
2014-05-07,20.660000,20.660000,20.660000,20.660000,18.258541,0
2014-05-08,20.639999,20.639999,20.639999,20.639999,18.240866,0
2014-05-09,20.709999,20.709999,20.709999,20.709999,18.302727,0
2014-05-12,20.889999,20.889999,20.889999,20.889999,18.461805,0
2014-05-13,20.889999,20.889999,20.889999,20.889999,18.461805,0
2014-05-14,20.770000,20.770000,20.770000,20.770000,18.355753,0
2014-05-15,20.549999,20.549999,20.549999,20.549999,18.161325,0
2014-05-16,20.620001,20.620001,20.620001,20.620001,18.223190,0
2014-05-19,20.680000,20.680000,20.680000,20.680000,18.276217,0
2014-05-20,20.480000,20.480000,20.480000,20.480000,18.099464,0
2014-05-21,20.639999,20.639999,20.639999,20.639999,18.240866,0
2014-05-22,20.650000,20.650000,20.650000,20.650000,18.249704,0
2014-05-23,20.730000,20.730000,20.730000,20.730000,18.320400,0
2014-05-27,20.799999,20.799999,20.799999,20.799999,18.382269,0
2014-05-28,20.770000,20.770000,20.770000,20.770000,18.355753,0
2014-05-29,20.889999,20.889999,20.889999,20.889999,18.461805,0
2014-05-30,20.950001,20.950001,20.950001,20.950001,18.514828,0
2014-06-02,20.969999,20.969999,20.969999,20.969999,18.532505,0
2014-06-03,20.950001,20.950001,20.950001,20.950001,18.514828,0
2014-06-04,21.010000,21.010000,21.010000,21.010000,18.567860,0
2014-06-05,21.150000,21.150000,21.150000,21.150000,18.691586,0
2014-06-06,21.240000,21.240000,21.240000,21.240000,18.771120,0
2014-06-09,21.280001,21.280001,21.280001,21.280001,18.806473,0
2014-06-10,21.230000,21.230000,21.230000,21.230000,18.762289,0
2014-06-11,21.129999,21.129999,21.129999,21.129999,18.673908,0
2014-06-12,20.969999,20.969999,20.969999,20.969999,18.532505,0
2014-06-13,21.010000,21.010000,21.010000,21.010000,18.567860,0
2014-06-16,21.010000,21.010000,21.010000,21.010000,18.567860,0
2014-06-17,21.049999,21.049999,21.049999,21.049999,18.603207,0
2014-06-18,21.260000,21.260000,21.260000,21.260000,18.788801,0
2014-06-19,21.320000,21.320000,21.320000,21.320000,18.841822,0
2014-06-20,21.240000,21.240000,21.240000,21.240000,18.869364,0
2014-06-23,21.200001,21.200001,21.200001,21.200001,18.833830,0
2014-06-24,21.030001,21.030001,21.030001,21.030001,18.682802,0
2014-06-25,21.120001,21.120001,21.120001,21.120001,18.762762,0
2014-06-26,21.090000,21.090000,21.090000,21.090000,18.736109,0
2014-06-27,21.139999,21.139999,21.139999,21.139999,18.780523,0
2014-06-30,21.150000,21.150000,21.150000,21.150000,18.789410,0
2014-07-01,21.260000,21.260000,21.260000,21.260000,18.887131,0
2014-07-02,21.270000,21.270000,21.270000,21.270000,18.896017,0
2014-07-03,21.389999,21.389999,21.389999,21.389999,19.002621,0
2014-07-07,21.320000,21.320000,21.320000,21.320000,18.940435,0
2014-07-08,21.230000,21.230000,21.230000,21.230000,18.860483,0
2014-07-09,21.280001,21.280001,21.280001,21.280001,18.904900,0
2014-07-10,21.170000,21.170000,21.170000,21.170000,18.807177,0
2014-07-11,21.150000,21.150000,21.150000,21.150000,18.789410,0
2014-07-14,21.230000,21.230000,21.230000,21.230000,18.860483,0
2014-07-15,21.160000,21.160000,21.160000,21.160000,18.798294,0
2014-07-16,21.209999,21.209999,21.209999,21.209999,18.842718,0
2014-07-17,20.990000,20.990000,20.990000,20.990000,18.647266,0
2014-07-18,21.190001,21.190001,21.190001,21.190001,18.824947,0
2014-07-21,21.139999,21.139999,21.139999,21.139999,18.780523,0
2014-07-22,21.209999,21.209999,21.209999,21.209999,18.842718,0
2014-07-23,21.209999,21.209999,21.209999,21.209999,18.842718,0
2014-07-24,21.160000,21.160000,21.160000,21.160000,18.798294,0
2014-07-25,21.080000,21.080000,21.080000,21.080000,18.727228,0
2014-07-28,21.049999,21.049999,21.049999,21.049999,18.700575,0
2014-07-29,20.900000,20.900000,20.900000,20.900000,18.567316,0
2014-07-30,20.870001,20.870001,20.870001,20.870001,18.540665,0
2014-07-31,20.459999,20.459999,20.459999,20.459999,18.176418,0
2014-08-01,20.430000,20.430000,20.430000,20.430000,18.149773,0
2014-08-04,20.590000,20.590000,20.590000,20.590000,18.291914,0
2014-08-05,20.410000,20.410000,20.410000,20.410000,18.132002,0
2014-08-06,20.410000,20.410000,20.410000,20.410000,18.132002,0
2014-08-07,20.309999,20.309999,20.309999,20.309999,18.043165,0
2014-08-08,20.570000,20.570000,20.570000,20.570000,18.274143,0
2014-08-11,20.639999,20.639999,20.639999,20.639999,18.336329,0
2014-08-12,20.600000,20.600000,20.600000,20.600000,18.300793,0
2014-08-13,20.719999,20.719999,20.719999,20.719999,18.407408,0
2014-08-14,20.770000,20.770000,20.770000,20.770000,18.451822,0
2014-08-15,20.750000,20.750000,20.750000,20.750000,18.434055,0
2014-08-18,20.950001,20.950001,20.950001,20.950001,18.611732,0
2014-08-19,21.040001,21.040001,21.040001,21.040001,18.691687,0
2014-08-20,21.120001,21.120001,21.120001,21.120001,18.762762,0
2014-08-21,21.150000,21.150000,21.150000,21.150000,18.789410,0
2014-08-22,21.090000,21.090000,21.090000,21.090000,18.736109,0
2014-08-25,21.180000,21.180000,21.180000,21.180000,18.816067,0
2014-08-26,21.200001,21.200001,21.200001,21.200001,18.833830,0
2014-08-27,21.180000,21.180000,21.180000,21.180000,18.816067,0
2014-08-28,21.160000,21.160000,21.160000,21.160000,18.798294,0
2014-08-29,21.190001,21.190001,21.190001,21.190001,18.824947,0
2014-09-02,21.170000,21.170000,21.170000,21.170000,18.807177,0
2014-09-03,21.219999,21.219999,21.219999,21.219999,18.851599,0
2014-09-04,21.230000,21.230000,21.230000,21.230000,18.860483,0
2014-09-05,21.330000,21.330000,21.330000,21.330000,18.949320,0
2014-09-08,21.240000,21.240000,21.240000,21.240000,18.869364,0
2014-09-09,21.160000,21.160000,21.160000,21.160000,18.798294,0
2014-09-10,21.209999,21.209999,21.209999,21.209999,18.842718,0
2014-09-11,21.209999,21.209999,21.209999,21.209999,18.842718,0
2014-09-12,21.100000,21.100000,21.100000,21.100000,18.744989,0
2014-09-15,21.120001,21.120001,21.120001,21.120001,18.762762,0
2014-09-16,21.270000,21.270000,21.270000,21.270000,18.896017,0
2014-09-17,21.290001,21.290001,21.290001,21.290001,18.913786,0
2014-09-18,21.389999,21.389999,21.389999,21.389999,19.002621,0
2014-09-19,21.250000,21.250000,21.250000,21.250000,18.971375,0
2014-09-22,21.129999,21.129999,21.129999,21.129999,18.864243,0
2014-09-23,20.969999,20.969999,20.969999,20.969999,18.721401,0
2014-09-24,21.150000,21.150000,21.150000,21.150000,18.882097,0
2014-09-25,20.840000,20.840000,20.840000,20.840000,18.605345,0
2014-09-26,21.020000,21.020000,21.020000,21.020000,18.766041,0
2014-09-29,20.969999,20.969999,20.969999,20.969999,18.721401,0
2014-09-30,20.889999,20.889999,20.889999,20.889999,18.649979,0
2014-10-01,20.629999,20.629999,20.629999,20.629999,18.417856,0
2014-10-02,20.680000,20.680000,20.680000,20.680000,18.462498,0
2014-10-03,20.879999,20.879999,20.879999,20.879999,18.641048,0
2014-10-06,20.879999,20.879999,20.879999,20.879999,18.641048,0
2014-10-07,20.580000,20.580000,20.580000,20.580000,18.373220,0
2014-10-08,20.920000,20.920000,20.920000,20.920000,18.676760,0
2014-10-09,20.520000,20.520000,20.520000,20.520000,18.319656,0
2014-10-10,20.389999,20.389999,20.389999,20.389999,18.203594,0
2014-10-13,20.070000,20.070000,20.070000,20.070000,17.917910,0
2014-10-14,20.139999,20.139999,20.139999,20.139999,17.980404,0
2014-10-15,20.020000,20.020000,20.020000,20.020000,17.873270,0
2014-10-16,20.030001,20.030001,20.030001,20.030001,17.882198,0
2014-10-17,20.260000,20.260000,20.260000,20.260000,18.087536,0
2014-10-20,20.400000,20.400000,20.400000,20.400000,18.212524,0
2014-10-21,20.680000,20.680000,20.680000,20.680000,18.462498,0
2014-10-22,20.559999,20.559999,20.559999,20.559999,18.355364,0
2014-10-23,20.790001,20.790001,20.790001,20.790001,18.560709,0
2014-10-24,20.910000,20.910000,20.910000,20.910000,18.667837,0
2014-10-27,20.879999,20.879999,20.879999,20.879999,18.641048,0
2014-10-28,21.100000,21.100000,21.100000,21.100000,18.837461,0
2014-10-29,21.080000,21.080000,21.080000,21.080000,18.819611,0
2014-10-30,21.190001,21.190001,21.190001,21.190001,18.917812,0
2014-10-31,21.440001,21.440001,21.440001,21.440001,19.141003,0
2014-11-03,21.379999,21.379999,21.379999,21.379999,19.087435,0
2014-11-04,21.370001,21.370001,21.370001,21.370001,19.078510,0
2014-11-05,21.530001,21.530001,21.530001,21.530001,19.221352,0
2014-11-06,21.570000,21.570000,21.570000,21.570000,19.257069,0
2014-11-07,21.610001,21.610001,21.610001,21.610001,19.292772,0
2014-11-10,21.709999,21.709999,21.709999,21.709999,19.382055,0
2014-11-11,21.709999,21.709999,21.709999,21.709999,19.382055,0
2014-11-12,21.730000,21.730000,21.730000,21.730000,19.399906,0
2014-11-13,21.760000,21.760000,21.760000,21.760000,19.426691,0
2014-11-14,21.730000,21.730000,21.730000,21.730000,19.399906,0
2014-11-17,21.740000,21.740000,21.740000,21.740000,19.408829,0
2014-11-18,21.870001,21.870001,21.870001,21.870001,19.524895,0
2014-11-19,21.910000,21.910000,21.910000,21.910000,19.560604,0
2014-11-20,21.950001,21.950001,21.950001,21.950001,19.596315,0
2014-11-21,22.110001,22.110001,22.110001,22.110001,19.739161,0
2014-11-24,22.139999,22.139999,22.139999,22.139999,19.765944,0
2014-11-25,22.120001,22.120001,22.120001,22.120001,19.748085,0
2014-11-26,22.160000,22.160000,22.160000,22.160000,19.783794,0
2014-11-28,22.110001,22.110001,22.110001,22.110001,19.739161,0
2014-12-01,21.969999,21.969999,21.969999,21.969999,19.614170,0
2014-12-02,22.129999,22.129999,22.129999,22.129999,19.757011,0
2014-12-03,22.240000,22.240000,22.240000,22.240000,19.855225,0
2014-12-04,22.190001,22.190001,22.190001,22.190001,19.810585,0
2014-12-05,22.219999,22.219999,22.219999,22.219999,19.837360,0
2014-12-08,22.059999,22.059999,22.059999,22.059999,19.694517,0
2014-12-09,22.049999,22.049999,22.049999,22.049999,19.685593,0
2014-12-10,21.690001,21.690001,21.690001,21.690001,19.364197,0
2014-12-11,21.830000,21.830000,21.830000,21.830000,19.489185,0
2014-12-12,21.469999,21.469999,21.469999,21.469999,19.167784,0
2014-12-15,21.389999,21.389999,21.389999,21.389999,19.096361,0
2014-12-16,21.299999,21.299999,21.299999,21.299999,19.016018,0
2014-12-17,21.549999,21.549999,21.549999,21.549999,19.352777,0
2014-12-18,22.020000,22.020000,22.020000,22.020000,19.774857,0
2014-12-19,22.049999,22.049999,22.049999,22.049999,19.801800,0
2014-12-22,22.240000,22.240000,22.240000,22.240000,19.972433,0
2014-12-23,22.330000,22.330000,22.330000,22.330000,20.053251,0
2014-12-24,22.299999,22.299999,22.299999,22.299999,20.026314,0
2014-12-26,22.330000,22.330000,22.330000,22.330000,20.053251,0
2014-12-29,22.320000,22.320000,22.320000,22.320000,20.044268,0
2014-12-30,22.240000,22.240000,22.240000,22.240000,19.972433,0
2014-12-31,22.030001,22.030001,22.030001,22.030001,19.783840,0
2015-01-02,21.990000,21.990000,21.990000,21.990000,19.747925,0
2015-01-05,21.620001,21.620001,21.620001,21.620001,19.415651,0
2015-01-06,21.440001,21.440001,21.440001,21.440001,19.253996,0
2015-01-07,21.719999,21.719999,21.719999,21.719999,19.505447,0
2015-01-08,22.100000,22.100000,22.100000,22.100000,19.846704,0
2015-01-09,21.920000,21.920000,21.920000,21.920000,19.685053,0
2015-01-12,21.750000,21.750000,21.750000,21.750000,19.532385,0
2015-01-13,21.700001,21.700001,21.700001,21.700001,19.487488,0
2015-01-14,21.570000,21.570000,21.570000,21.570000,19.370747,0
2015-01-15,21.469999,21.469999,21.469999,21.469999,19.280935,0
2015-01-16,21.730000,21.730000,21.730000,21.730000,19.514427,0
2015-01-20,21.709999,21.709999,21.709999,21.709999,19.496471,0
2015-01-21,21.780001,21.780001,21.780001,21.780001,19.559330,0
2015-01-22,22.100000,22.100000,22.100000,22.100000,19.846704,0
2015-01-23,21.959999,21.959999,21.959999,21.959999,19.720978,0
2015-01-26,22.020000,22.020000,22.020000,22.020000,19.774857,0
2015-01-27,21.799999,21.799999,21.799999,21.799999,19.577286,0
2015-01-28,21.510000,21.510000,21.510000,21.510000,19.316866,0
2015-01-29,21.629999,21.629999,21.629999,21.629999,19.424623,0
2015-01-30,21.280001,21.280001,21.280001,21.280001,19.110308,0
2015-02-02,21.570000,21.570000,21.570000,21.570000,19.370747,0
2015-02-03,21.920000,21.920000,21.920000,21.920000,19.685053,0
2015-02-04,21.809999,21.809999,21.809999,21.809999,19.586271,0
2015-02-05,22.040001,22.040001,22.040001,22.040001,19.792820,0
2015-02-06,21.980000,21.980000,21.980000,21.980000,19.738935,0
2015-02-09,21.860001,21.860001,21.860001,21.860001,19.631174,0
2015-02-10,22.090000,22.090000,22.090000,22.090000,19.837727,0
2015-02-11,22.100000,22.100000,22.100000,22.100000,19.846704,0
2015-02-12,22.230000,22.230000,22.230000,22.230000,19.963453,0
2015-02-13,22.360001,22.360001,22.360001,22.360001,20.080194,0
2015-02-17,22.389999,22.389999,22.389999,22.389999,20.107136,0
2015-02-18,22.410000,22.410000,22.410000,22.410000,20.125095,0
2015-02-19,22.360001,22.360001,22.360001,22.360001,20.080194,0
2015-02-20,22.480000,22.480000,22.480000,22.480000,20.187960,0
2015-02-23,22.450001,22.450001,22.450001,22.450001,20.161020,0
2015-02-24,22.540001,22.540001,22.540001,22.540001,20.241840,0
2015-02-25,22.530001,22.530001,22.530001,22.530001,20.232857,0
2015-02-26,22.490000,22.490000,22.490000,22.490000,20.196938,0
2015-02-27,22.469999,22.469999,22.469999,22.469999,20.178976,0
2015-03-02,22.590000,22.590000,22.590000,22.590000,20.286745,0
2015-03-03,22.440001,22.440001,22.440001,22.440001,20.152037,0
2015-03-04,22.299999,22.299999,22.299999,22.299999,20.026314,0
2015-03-05,22.370001,22.370001,22.370001,22.370001,20.089178,0
2015-03-06,22.049999,22.049999,22.049999,22.049999,19.801800,0
2015-03-09,22.190001,22.190001,22.190001,22.190001,19.927530,0
2015-03-10,21.840000,21.840000,21.840000,21.840000,19.613211,0
2015-03-11,21.780001,21.780001,21.780001,21.780001,19.559330,0
2015-03-12,22.070000,22.070000,22.070000,22.070000,19.819757,0
2015-03-13,21.870001,21.870001,21.870001,21.870001,19.640154,0
2015-03-16,22.180000,22.180000,22.180000,22.180000,19.918545,0
2015-03-17,22.049999,22.049999,22.049999,22.049999,19.801800,0
2015-03-18,22.270000,22.270000,22.270000,22.270000,19.999367,0
2015-03-19,22.139999,22.139999,22.139999,22.139999,19.882626,0
2015-03-20,22.209999,22.209999,22.209999,22.209999,20.057821,0
2015-03-23,22.170000,22.170000,22.170000,22.170000,20.021702,0
2015-03-24,22.090000,22.090000,22.090000,22.090000,19.949461,0
2015-03-25,21.750000,21.750000,21.750000,21.750000,19.642401,0
2015-03-26,21.709999,21.709999,21.709999,21.709999,19.606281,0
2015-03-27,21.780001,21.780001,21.780001,21.780001,19.669493,0
2015-03-30,22.049999,22.049999,22.049999,22.049999,19.913332,0
2015-03-31,21.889999,21.889999,21.889999,21.889999,19.768835,0
2015-04-01,21.770000,21.770000,21.770000,21.770000,19.660465,0
2015-04-02,21.830000,21.830000,21.830000,21.830000,19.714651,0
2015-04-06,22.010000,22.010000,22.010000,22.010000,19.877209,0
2015-04-07,21.940001,21.940001,21.940001,21.940001,19.813990,0
2015-04-08,22.000000,22.000000,22.000000,22.000000,19.868176,0
2015-04-09,22.100000,22.100000,22.100000,22.100000,19.958490,0
2015-04-10,22.150000,22.150000,22.150000,22.150000,20.003643,0
2015-04-13,22.040001,22.040001,22.040001,22.040001,19.904301,0
2015-04-14,22.059999,22.059999,22.059999,22.059999,19.922359,0
2015-04-15,22.100000,22.100000,22.100000,22.100000,19.958490,0
2015-04-16,22.020000,22.020000,22.020000,22.020000,19.886236,0
2015-04-17,21.760000,21.760000,21.760000,21.760000,19.651432,0
2015-04-20,21.990000,21.990000,21.990000,21.990000,19.859146,0
2015-04-21,21.980000,21.980000,21.980000,21.980000,19.850111,0
2015-04-22,22.070000,22.070000,22.070000,22.070000,19.931389,0
2015-04-23,22.080000,22.080000,22.080000,22.080000,19.940424,0
2015-04-24,22.150000,22.150000,22.150000,22.150000,20.003643,0
2015-04-27,22.070000,22.070000,22.070000,22.070000,19.931389,0
2015-04-28,22.129999,22.129999,22.129999,22.129999,19.985579,0
2015-04-29,22.010000,22.010000,22.010000,22.010000,19.877209,0
2015-04-30,21.780001,21.780001,21.780001,21.780001,19.669493,0
2015-05-01,22.030001,22.030001,22.030001,22.030001,19.895266,0
2015-05-04,22.080000,22.080000,22.080000,22.080000,19.940424,0
2015-05-05,21.850000,21.850000,21.850000,21.850000,19.732710,0
2015-05-06,21.799999,21.799999,21.799999,21.799999,19.687551,0
2015-05-07,21.910000,21.910000,21.910000,21.910000,19.786900,0
2015-05-08,22.160000,22.160000,22.160000,22.160000,20.012671,0
2015-05-11,22.080000,22.080000,22.080000,22.080000,19.940424,0
2015-05-12,22.030001,22.030001,22.030001,22.030001,19.895266,0
2015-05-13,22.040001,22.040001,22.040001,22.040001,19.904301,0
2015-05-14,22.280001,22.280001,22.280001,22.280001,20.121046,0
2015-05-15,22.330000,22.330000,22.330000,22.330000,20.166197,0
2015-05-18,22.379999,22.379999,22.379999,22.379999,20.211355,0
2015-05-19,22.340000,22.340000,22.340000,22.340000,20.175228,0
2015-05-20,22.290001,22.290001,22.290001,22.290001,20.130075,0
2015-05-21,22.330000,22.330000,22.330000,22.330000,20.166197,0
2015-05-22,22.230000,22.230000,22.230000,22.230000,20.075893,0
2015-05-26,22.020000,22.020000,22.020000,22.020000,19.886236,0
2015-05-27,22.209999,22.209999,22.209999,22.209999,20.057821,0
2015-05-28,22.180000,22.180000,22.180000,22.180000,20.030733,0
2015-05-29,22.000000,22.000000,22.000000,22.000000,19.868176,0
2015-06-01,22.040001,22.040001,22.040001,22.040001,19.904301,0
2015-06-02,22.020000,22.020000,22.020000,22.020000,19.886236,0
2015-06-03,22.080000,22.080000,22.080000,22.080000,19.940424,0
2015-06-04,21.860001,21.860001,21.860001,21.860001,19.741743,0
2015-06-05,21.780001,21.780001,21.780001,21.780001,19.669493,0
2015-06-08,21.650000,21.650000,21.650000,21.650000,19.552092,0
2015-06-09,21.670000,21.670000,21.670000,21.670000,19.570150,0
2015-06-10,21.940001,21.940001,21.940001,21.940001,19.813990,0
2015-06-11,22.010000,22.010000,22.010000,22.010000,19.877209,0
2015-06-12,21.860001,21.860001,21.860001,21.860001,19.741743,0
2015-06-15,21.709999,21.709999,21.709999,21.709999,19.606281,0
2015-06-16,21.840000,21.840000,21.840000,21.840000,19.723680,0
2015-06-17,21.900000,21.900000,21.900000,21.900000,19.777866,0
2015-06-18,22.160000,22.160000,22.160000,22.160000,20.012671,0
2015-06-19,22.059999,22.059999,22.059999,22.059999,19.922359,0
2015-06-22,22.150000,22.150000,22.150000,22.150000,20.003643,0
2015-06-23,22.110001,22.110001,22.110001,22.110001,19.967518,0
2015-06-24,21.910000,21.910000,21.910000,21.910000,19.786900,0
2015-06-25,21.700001,21.700001,21.700001,21.700001,19.705175,0
2015-06-26,21.740000,21.740000,21.740000,21.740000,19.741488,0
2015-06-29,21.320000,21.320000,21.320000,21.320000,19.360106,0
2015-06-30,21.330000,21.330000,21.330000,21.330000,19.369181,0
2015-07-01,21.530001,21.530001,21.530001,21.530001,19.550798,0
2015-07-02,21.520000,21.520000,21.520000,21.520000,19.541719,0
2015-07-06,21.459999,21.459999,21.459999,21.459999,19.487232,0
2015-07-07,21.660000,21.660000,21.660000,21.660000,19.668846,0
2015-07-08,21.370001,21.370001,21.370001,21.370001,19.405508,0
2015-07-09,21.410000,21.410000,21.410000,21.410000,19.441830,0
2015-07-10,21.650000,21.650000,21.650000,21.650000,19.659769,0
2015-07-13,21.870001,21.870001,21.870001,21.870001,19.859543,0
2015-07-14,21.920000,21.920000,21.920000,21.920000,19.904942,0
2015-07-15,21.870001,21.870001,21.870001,21.870001,19.859543,0
2015-07-16,22.000000,22.000000,22.000000,22.000000,19.977594,0
2015-07-17,21.920000,21.920000,21.920000,21.920000,19.904942,0
2015-07-20,21.940001,21.940001,21.940001,21.940001,19.923107,0
2015-07-21,21.770000,21.770000,21.770000,21.770000,19.768738,0
2015-07-22,21.709999,21.709999,21.709999,21.709999,19.714254,0
2015-07-23,21.610001,21.610001,21.610001,21.610001,19.623446,0
2015-07-24,21.440001,21.440001,21.440001,21.440001,19.469072,0
2015-07-27,21.330000,21.330000,21.330000,21.330000,19.369181,0
2015-07-28,21.580000,21.580000,21.580000,21.580000,19.596203,0
2015-07-29,21.790001,21.790001,21.790001,21.790001,19.786898,0
2015-07-30,21.790001,21.790001,21.790001,21.790001,19.786898,0
2015-07-31,21.790001,21.790001,21.790001,21.790001,19.786898,0
2015-08-03,21.750000,21.750000,21.750000,21.750000,19.750572,0
2015-08-04,21.740000,21.740000,21.740000,21.740000,19.741488,0
2015-08-05,21.879999,21.879999,21.879999,21.879999,19.868624,0
2015-08-06,21.700001,21.700001,21.700001,21.700001,19.705175,0
2015-08-07,21.610001,21.610001,21.610001,21.610001,19.623446,0
2015-08-10,21.830000,21.830000,21.830000,21.830000,19.823219,0
2015-08-11,21.650000,21.650000,21.650000,21.650000,19.659769,0
2015-08-12,21.660000,21.660000,21.660000,21.660000,19.668846,0
2015-08-13,21.629999,21.629999,21.629999,21.629999,19.641605,0
2015-08-14,21.719999,21.719999,21.719999,21.719999,19.723331,0
2015-08-17,21.830000,21.830000,21.830000,21.830000,19.823219,0
2015-08-18,21.780001,21.780001,21.780001,21.780001,19.777815,0
